"ID","T_NXA","T_NXB","T_NXC","T_SXA","T_SXB","T_SXC","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00000029",1.10280665119006,7.07672311255991,2.43082717969213,23.406658206171,65.3421573975579,113.968767027576,35.5546565957912,4.26544276529051,0.810927830949685,26.5568886748293,2.55890650579738e-07,1.90384007569427e-06,19.2320782407073,5.72036953555266
"WBGene00000030",3.30841995357017,10.6150846688399,4.86165435938427,17.5549936546282,97.2353532701755,227.117614867903,60.1155201290836,4.18971514813498,0.84020082432895,21.2986303444239,3.93012203928041e-06,1.99258108301058e-05,18.2486160135525,4.7005839970648
"WBGene00000031",14.3364864654707,20.0507154855864,15.8003766679989,67.7121183821374,277.704168939621,523.92836065195,153.255371098794,4.11537839236445,0.64366999759482,33.8202982886851,6.04448956168135e-09,6.8614784963395e-08,17.3321460353169,7.16358229338693
"WBGene00000033",5.51403325595028,4.71781540837328,7.2924815390764,32.602131072881,140.018908709053,291.891230660554,80.3394334409814,4.7304826067805,0.75818103032996,33.3892366488096,7.54403268870058e-09,8.38754264758979e-08,26.5471044526805,7.07636525858858
"WBGene00000034",3.30841995357017,9.43563081674655,13.3695494883067,49.3211726487174,158.688096536926,318.948563839763,92.1785722140051,4.34362803051791,0.709325696029371,31.7812106229197,1.72553984252679e-08,1.74902722695319e-07,20.3030987616363,6.75720342984465
"WBGene00000036",138.953638049947,142.713916103292,198.112415144909,258.309192346672,448.83839069513,523.108441464702,285.005998967442,1.35928619819,0.345355672694585,15.0325606944774,0.000105672166295653,0.000307065061790439,2.56558210872928,3.51276959526261
"WBGene00000039",125.719958235666,75.4850465339724,68.0631610313798,148.799470024944,229.475433717614,280.412362039072,154.659238597108,1.28874335158074,0.377849955407785,11.3622430276652,0.000749522516558057,0.00160345374935269,2.44315153992947,2.79494356251484
"WBGene00000040",2140.5477099599,2732.79457530022,2982.62494948225,4606.09595414293,6443.20344909491,7876.14371271148,4463.56839178195,1.26853364025626,0.283357237193472,19.4357418069159,1.04041641116019e-05,4.53101382382851e-05,2.40916572696854,4.34380461281457
"WBGene00000042",5.51403325595028,5.89726926046659,8.50789512892247,21.7347540485873,14.7797736970667,34.4366058644474,15.1450552092401,1.83592146300473,0.643073524913156,8.23689517013296,0.00410472891292704,0.00727236258180105,3.56999353837607,2.13832447641014
"WBGene00000047",22.0561330238011,17.6918077813998,14.5849630781528,40.1256997820074,40.449906960393,61.4939390436561,32.7337416115684,1.38251200562284,0.440192696433952,9.88482346252319,0.00166647518432125,0.00324219597228315,2.60721942435512,2.48916073806587
"WBGene00000054",33.0841995357017,34.2041617107062,37.6778212852281,61.8604538305947,67.6758058760422,100.030140844347,55.75543051377,1.1297399926002,0.365433235759038,9.5130609196729,0.00204014570980956,0.0038981230890477,2.18819300340818,2.40914445150619
"WBGene00000061",2.20561330238011,3.53836155627996,4.86165435938427,10.8673770242937,21.0028363063579,16.398383744975,9.81237104894515,2.19843998472496,0.770220209335164,8.50138202065732,0.00354876833581666,0.00639625790303443,4.58982766236725,2.19407403341758
"WBGene00000066",9354.00601539405,11056.2004095228,15237.6401759001,16022.6934942028,28272.1513168362,42678.4335346719,20436.8541577546,1.28676889666103,0.388406235733026,10.6305161142093,0.00111236665507812,0.00226570669898297,2.43981015939794,2.64479631126769
"WBGene00000067",4457.5444841102,4783.8648240905,6407.66044566847,10476.9874034979,14337.936251807,16978.0666103598,9573.67666992232,1.41721926564127,0.279695961466085,24.7104822061439,6.66208505999225e-07,4.38770578538405e-06,2.67070247808714,5.35776250144101
"WBGene00000068",104.766631863055,96.7152158716521,132.480081293221,170.534224073531,266.0359265472,441.936441927075,202.078086929289,1.39583217602985,0.39572830622207,12.0608080341079,0.000514929678462275,0.00115636600491026,2.6314029298033,2.93690468429375
"WBGene00000070",147.776091259467,137.996100694918,144.634217191682,304.286556680223,421.612491779481,434.557169241837,265.143771141268,1.43098778833903,0.256239431551359,30.3798934024994,3.55190783590528e-08,3.3062342105885e-07,2.69631264049749,6.48066638465345
"WBGene00000071",121.308731630906,136.816646842825,120.325945394761,280.879898474052,227.919668065291,250.075352110868,189.554373753117,1.00357246051325,0.238626212253922,17.5199214864568,2.8431299640952e-05,0.00010541412380707,2.00495861869838,3.97710119670854
"WBGene00000072",118.000311677336,102.612485132119,113.033463855684,214.003732170706,212.362011542063,286.151796349813,174.36063345462,1.09414758465395,0.263512896835884,17.0265679823834,3.68604321037729e-05,0.000130208763725442,2.13486905750288,3.88535978451195
"WBGene00000081",1686.19136966959,1855.28090934279,2180.45198018384,4208.18276463802,4379.4803112887,4288.17734931095,3099.62744740565,1.17022512215191,0.196756407570734,34.4813053213014,4.30364988019232e-09,5.04249326871485e-08,2.25046811129169,7.29735467285976
"WBGene00000082",18.7477130702309,24.7685308939597,24.3082717969213,50.993076806301,115.904541098049,159.064322326257,65.6310759986199,2.26686662214401,0.493319034084159,20.0973196525461,7.35997497851194e-06,3.39060711479152e-05,4.81276714077426,4.46972253100145
"WBGene00000086",116.897505026146,115.586477505145,116.679704625222,156.32303873407,297.929122419818,314.848967903519,186.377469368987,1.13956615038,0.339401886335612,11.0618945132349,0.000881200574457911,0.00185065375094539,2.20314759796328,2.73267482820553
"WBGene00000088",204.01923047016,217.019508785171,189.604520015986,428.007464341412,417.723077648674,400.120563377389,309.415727439799,1.02853027926585,0.206261584844342,24.5692699522688,7.16858576874675e-07,4.67716723346385e-06,2.03994503362909,5.33001710148938
"WBGene00000100",1194.33960323883,1252.5799909231,995.423730083929,1338.3592781457,2674.36115634291,3539.59113135285,1832.44248168122,1.13351402955164,0.369154060113441,9.2001021742543,0.00242001619175328,0.00454007068557006,2.19392472922289,2.34293738544377
"WBGene00000111",95.9441786535348,114.407023653052,103.310155136916,270.012521449758,261.368629590232,263.194059106848,184.70609459839,1.34157413551943,0.231365087494939,33.1616554534041,8.48065002605564e-09,9.29929916142423e-08,2.53427684866354,7.03154978067136
"WBGene00000118",932.974426906787,1063.86737458817,986.915834955007,2117.46661557968,2216.18817173384,2265.43671436829,1597.14152302196,1.14523893743784,0.178384087644068,40.2797324402442,2.20080318316726e-10,3.39856749621819e-09,2.21182759656494,8.46870410048233
"WBGene00000135",17.6449064190409,23.5890770418664,9.72330871876854,34.2740352304646,45.8950867435228,48.3752320476762,29.9169410335566,1.3326606959049,0.471776868224484,7.97721695201607,0.00473697089302956,0.00829514499505752,2.51866753066615,2.08117601831918
"WBGene00000136",400.31881438199,539.010410406647,449.703028243045,1139.40268339325,958.35164183085,860.095227423937,724.48030094662,1.09065693655542,0.238491873332578,20.4901861414115,5.99377810199819e-06,2.85300432099374e-05,2.12970991548082,4.54469757058536
"WBGene00000138",144.467671305897,167.482446997251,198.112415144909,344.41225646223,553.85257222692,792.041934882291,366.728216169916,1.72911459936787,0.357143204384085,22.3130705485672,2.3162468229463e-06,1.27618268722345e-05,3.3152429512599,4.89408715134058
"WBGene00000150",331.944802008207,329.067624734036,371.916558492897,825.920653846318,882.119124867032,931.428196714578,612.066160110511,1.3538013588261,0.195807902388151,46.5248727764794,9.04628577817968e-12,1.77275459898714e-10,2.55584679384489,9.75135137927897
"WBGene00000171",1.10280665119006,0,2.43082717969213,7.52356870912638,29.5595473941334,24.5975756174625,10.8690542586007,4.13967195571832,1.11906212870853,15.8984352436217,6.68339500893537e-05,0.000210759181534985,17.6264734384578,3.67621349664096
"WBGene00000172",138.953638049947,101.433031280025,102.09474154707,270.84847352855,216.25142567287,219.738342182665,174.886608710188,1.04358553974309,0.271479432915224,14.6036234094416,0.000132659226176144,0.000369588515893133,2.06134436547258,3.43228153193713
"WBGene00000174",11.0280665119006,9.43563081674655,9.72330871876854,29.2583227577137,25.6701332633263,38.5362018006912,20.6086106448578,1.62800035348804,0.509207977646324,10.4081211944398,0.00125462325580937,0.00252204110990833,3.09084295590784,2.59824783859528
"WBGene00000175",1098.39542458529,1473.13786126456,1896.04520015986,2251.21894818637,3593.81865686569,5041.68308239255,2559.04986224239,1.2851150613834,0.362020370318882,12.2110701380285,0.000475067759685393,0.00107812004788416,2.43701488243878,2.96733287808167
"WBGene00000177",68.3740123737834,84.920677350719,72.924815390764,143.783757552193,140.018908709053,171.363110134988,113.56421358525,1.00917313675393,0.271886984799854,13.6937256481703,0.000215172169335146,0.000549742253310516,2.01275718198762,3.259840881782
"WBGene00000190",122.411538282096,88.4590389069989,75.3556425704562,682.136896294125,332.933849597081,312.389210341773,268.947695998755,2.21200497915324,0.396654184219018,28.8828946766806,7.68889337463187e-08,6.62692430514182e-07,4.6331872152053,6.17868799003165
"WBGene00000191",19.850519721421,27.1274385981463,34.0315805156899,89.4468724307248,62.2306260929123,61.4939390436561,49.0301627337584,1.39935481249203,0.394150992395622,12.5107499757882,0.000404617150519959,0.000939490071641063,2.63783589139653,3.02710780508372
"WBGene00000207",2292.73502782412,2973.40316112726,3356.97233515484,3572.02323267745,6321.85372821373,7820.38920797856,4389.56278216266,1.03868425009211,0.340119520469671,9.13316153259059,0.00251017572287008,0.00469554474005673,2.05435321142872,2.32831401705554
"WBGene00000215",826.002181741351,990.741235758388,1054.97899598639,3651.43868016267,3563.48122664539,3592.88587852402,2279.9213664697,1.91233573212734,0.19582366590346,89.5274831069633,3.02408157803876e-21,2.48374935490389e-19,3.76418029722665,18.60489223268
"WBGene00000216",6086.38990791791,6596.68539475793,7858.86427194467,11006.1450693731,15881.2557789112,14372.3634332833,10300.2839760314,1.00619499119693,0.240182091876577,17.2082930866305,3.34970883056517e-05,0.000120361079682864,2.00860654656952,3.91951392513429
"WBGene00000217",1872.56569372071,1834.05074000511,1606.7767657765,4072.75852787375,3488.8044753339,3651.92006000593,2754.47937711932,1.07742835890442,0.190194262648866,31.4073323595705,2.09189416804576e-08,2.07517387718216e-07,2.11027111389174,6.68294550823525
"WBGene00000221",415.758107498651,429.321202161968,413.240620547663,1165.3171978358,1582.99155123846,1747.24778802708,958.97941121827,1.83705200565715,0.24032124086519,55.2457628291972,1.06363341589857e-13,2.88835946246037e-12,3.57279219758314,11.5393487588696
"WBGene00000224",367.234614846288,356.195063332182,357.331595414744,702.199746185129,940.460336829138,1051.1363980529,629.092959110063,1.31760991352585,0.242015931800585,28.8043685773905,8.00703025935333e-08,6.85878282185404e-07,2.49252834931888,6.16375294852854
"WBGene00000228",1613.40613069105,1571.0325309883,2221.77604223861,3530.22562873786,4715.52569219043,6473.26198332887,3354.20466802919,1.44505994180018,0.304825701382699,21.6065813009413,3.34701384606256e-06,1.74429912879559e-05,2.72274135644032,4.75837903612044
"WBGene00000237",260.262369680853,196.968793299584,194.466174375371,311.810125389349,563.187166140857,590.341814819099,352.839407284185,1.16859065021749,0.327874732930663,12.4175711633926,0.000425313034380158,0.000981288886124973,2.24791993305105,3.00820311985701
"WBGene00000238",194.09397060945,126.201562173985,100.879327957224,201.464450988829,328.266552640113,336.166866771987,214.512121856931,1.03855687190084,0.358344284583299,8.26077467980807,0.00405108372902978,0.00718719905547374,2.05417183682276,2.1434403268287
"WBGene00000251",11.0280665119006,20.0507154855864,15.8003766679989,147.963517946152,318.931958726176,294.350988222301,134.687603926686,4.02565218982113,0.447657768321839,73.6232060253344,9.45465761636111e-18,4.51318485362195e-16,16.2870361848366,15.3455168780323
"WBGene00000252",8.82245320952044,11.7945385209332,21.8774446172292,172.206128231115,235.698496326905,241.056241051132,115.242550326139,3.94334117789198,0.410190610135388,89.5523078986429,2.98637223427322e-21,2.46486043277082e-19,15.3838124879556,18.6082076666478
"WBGene00000256",14.3364864654707,48.3576079358261,89.940605648609,616.096682069571,1443.75052535557,1954.68734240102,694.528208312677,4.72002237495637,0.596855161424002,47.0080300771178,7.06964556546725e-12,1.41519607466432e-10,26.3553212977057,9.84918338470121
"WBGene00000266",313.197088937976,244.146947383317,257.667681047366,815.053276822025,726.542559634751,764.164682515834,520.128706056878,1.49960319118657,0.216080795031295,46.6139109606244,8.64444077387145e-12,1.70597885943718e-10,2.82764928158124,9.7680263549309
"WBGene00000277",1281.46132868284,1211.29910609984,1219.05983061561,2004.61308494278,3414.1277240224,4246.36147076127,2229.48709085412,1.38065881509257,0.313223394350454,18.7470816561956,1.49251585918568e-05,6.14878367854835e-05,2.60387251297431,4.21121078567796
"WBGene00000281",870.114447788953,836.232781134163,1099.94929881069,1703.67033657773,2047.38759845682,2094.89352342055,1442.04133103148,1.05896267857871,0.224359853107456,21.8263315548349,2.98475723705733e-06,1.57858609554595e-05,2.08343296049631,4.80173172685326
"WBGene00000284",30.8785862333215,21.2301693376797,44.9703028243045,43.4695080971746,119.016072402695,103.309817593342,60.4790760814196,1.45519298130558,0.495718680338243,8.40698552550746,0.00373781932371072,0.00669594384355534,2.74193235849792,2.17418819726932
"WBGene00000295",7.71964655833039,17.6918077813998,14.5849630781528,22.5707061273791,54.4517978312983,47.5553128604274,27.429039039498,1.64541844011996,0.557214409391145,8.61351186788882,0.00333678306007412,0.00605587090246338,3.12838579980284,2.21782339159011
"WBGene00000367",148.878897910657,120.304292913519,190.819933605833,234.902534140501,377.273170688281,527.208037400945,266.564477776623,1.30895801836482,0.368866943711395,12.2411209916186,0.000467477355518251,0.0010630541655413,2.47762529698026,2.97344460641143
"WBGene00000372",65.0655924202132,79.0234080902524,58.3398523126112,1384.33664247925,815.999084643313,470.633613480782,478.899698904404,3.72170938249219,0.418542957638626,65.8342206445705,4.90491606559648e-16,1.84264279549482e-14,13.1930788869392,13.7345588465395
"WBGene00000389",0,3.53836155627996,0,34.2740352304646,51.3402665266527,65.5935349798999,25.7910330488829,5.43343857397856,0.976769025784236,46.2568239016793,1.03724662593535e-11,2.00654867563186e-10,43.2143505307199,9.69755030051927
"WBGene00000399",3.30841995357017,8.25617696465323,7.2924815390764,24.2426102849628,81.6776967469474,99.2102216570986,37.3312678577181,3.45167695446251,0.681459217300893,24.4161465118959,7.76154465290563e-07,5.01914871790405e-06,10.9410322617171,5.29936993593615
"WBGene00000402",9.9252598607105,12.9739923730265,7.2924815390764,41.797603939591,121.349720881179,158.244403139008,58.5972436220987,3.41110898336585,0.590968505454021,30.9295400845214,2.67567979628527e-08,2.57058572171787e-07,10.6376604200629,6.58996790907051
"WBGene00000438",28.6729729309414,28.3068924502397,41.3240620547663,83.595207879182,122.12760370734,159.064322326257,77.1818435581212,1.8942025785044,0.389277129820762,23.015561294065,1.60695397213656e-06,9.34878951498198e-06,3.71716461241945,5.02924461811108
"WBGene00000441",137.850831398757,175.738623961905,205.404896683985,320.169646177267,465.17393004452,596.901168317089,316.87318276392,1.41409461100791,0.323729204976392,18.4750329711577,1.72144709951349e-05,6.92264060825938e-05,2.66492440847323,4.15972821438037
"WBGene00000442",12.1308731630906,1.17945385209332,7.2924815390764,35.1099873092564,27.2258989156491,22.1378180557162,17.512752139147,2.02557057033497,0.6863171749363,8.66630471683101,0.00324147834559065,0.00590080070408207,4.07152869573931,2.22908905314257
"WBGene00000481",33.0841995357017,47.1781540837328,43.7548892344584,70.2199746185129,94.1238219655299,132.826908334297,70.1979912953721,1.26267064157686,0.380446475011007,10.8687256047355,0.000978018059635879,0.00202204992462971,2.3993949350786,2.69420812583526
"WBGene00000485",35.2898128380818,44.8192463795461,23.0928582070753,51.8290288850928,92.5680563132071,120.528120525566,61.3545205247615,1.35926188052964,0.450417582433543,8.94049800687594,0.00278916666725872,0.0051620995813454,2.56553886436592,2.28717362179686
"WBGene00000501",34.1870061868917,45.9987002316394,31.6007533359977,48.4852205699256,105.01418153179,106.589494342337,61.9792260330969,1.2190705546478,0.429994004112107,7.92489969130569,0.00487590481646842,0.0085152996872971,2.32796691467251,2.06980006288058
"WBGene00000510",48.5234926523624,79.0234080902524,71.709401800918,132.916380527899,122.905486533502,166.443595011496,103.586960769405,1.08545779732862,0.319866024962891,11.3865590221868,0.000739774388139026,0.00158604221027119,2.12204874638708,2.79968525873095
"WBGene00000524",33.0841995357017,30.6658001544263,41.3240620547663,82.7592558003902,78.5661654423018,132.826908334297,66.5377318869806,1.48611180116979,0.376922558334788,15.3170311003522,9.08933483180209e-05,0.00027131980243514,2.80132972147311,3.56651850784378
"WBGene00000528",527.141579268846,490.652802470821,563.951905688575,1082.55794203541,1446.86205666021,1911.23162547683,1003.73298526678,1.48931421891392,0.277182140755089,27.7546493087641,1.37716836710761e-07,1.10404095650182e-06,2.80755487081469,5.9570148153271
"WBGene00000539",82.7104988392541,80.2028619423457,94.8022600079932,238.246342455669,158.688096536926,179.562302007476,139.035393631611,1.16159512270049,0.289331897533234,15.8981454788102,6.68441832692873e-05,0.000210759181534985,2.23704631028075,3.67621349664096
"WBGene00000544",15.4392931166608,18.8712616334931,14.5849630781528,50.993076806301,87.9007593562387,95.9305449081036,47.2866498164917,2.26448547551216,0.440251401415136,26.1718744703931,3.12338765077144e-07,2.26939983038489e-06,4.8048302920689,5.64408898193245
"WBGene00000545",569.048232014068,418.706117493128,392.57858952028,654.550477693995,1131.81951206484,1224.13934656238,731.807045891449,1.12473876363246,0.322071886611289,11.9193065426843,0.000555551572626241,0.00123533730581986,2.18062057316002,2.90821444316943
"WBGene00000546",12.1308731630906,33.0247078586129,12.1541358984607,96.9704411398511,192.914940888028,235.316806740391,97.0853176147391,3.19795806234881,0.519080470190561,34.3562985377302,4.58912803056265e-09,5.33223579418011e-08,9.17658943597792,7.27309065411057
"WBGene00000594",219.458523586821,369.169055705209,218.774446172292,1386.84449871563,3571.26005490701,4889.17811356429,1775.78078210854,3.60846578051113,0.459053722198982,50.6056572376191,1.12919082877804e-12,2.62044215182494e-11,12.197095893767,10.5816254232236
"WBGene00000596",14.3364864654707,18.8712616334931,23.0928582070753,175.549936546282,164.133276320056,399.300644190141,132.54741056042,3.71773777834914,0.474204472472965,54.727088191119,1.38484302140815e-13,3.68302298788787e-12,13.1568095240716,11.4337955704523
"WBGene00000599",260.262369680853,263.01820901681,216.3436189926,892.796820149664,2340.64942391966,3014.0229323264,1164.51556234767,3.07830677030722,0.426868437254456,44.6920370109391,2.30593229471132e-11,4.24191347304201e-10,8.44622553000586,9.37243819450961
"WBGene00000601",37.4954261404619,137.996100694918,188.38910642614,1190.39576019955,2110.39610737589,3342.81052641315,1167.91383787502,4.19170531670533,0.556143228391079,44.2557779464268,2.88152626233951e-11,5.22510525167732e-10,18.2738069807249,9.28190495693704
"WBGene00000602",28.6729729309414,61.3316003088526,108.1718094963,729.786164785259,1169.15788772059,1752.16730315058,641.547956398753,4.20612739591392,0.492973587296861,57.5267747747471,3.33409651858902e-14,9.69840055016651e-13,18.4573994733918,12.0132998832093
"WBGene00000603",38.5982327916519,36.5630694148929,69.2785746212258,549.220515766226,1092.92537075677,1356.96625489668,523.925336374575,4.37822885788853,0.424388453436485,84.9354100431049,3.08272590995409e-20,2.1521280258867e-18,20.7959236407667,17.6671318969079
"WBGene00000606",35.2898128380818,81.382315794439,34.0315805156899,342.740352304646,686.87053550052,1004.40100437972,364.119266888849,3.75517532155937,0.488586772777806,49.0159801687816,2.53885638579316e-12,5.48884370889864e-11,13.5026935349103,10.2605191352831
"WBGene00000608",3779.31839362832,4645.86872339558,9176.37260333781,16535.1321185022,20643.4544406713,29753.2274668826,14088.895624403,1.92702396886182,0.397238492383879,21.9706497147199,2.76851996793914e-06,1.48320206654639e-05,3.80269958225136,4.82879967809638
"WBGene00000609",5736.80019949067,7769.06252373869,15351.8890533457,17772.3411951141,29610.1097778338,40614.6969403668,19475.8166149816,1.60851840612253,0.439619475759731,12.7474153046163,0.000356501474391741,0.000842955433733224,3.04938520473419,3.07419538551211
"WBGene00000610",1.10280665119006,2.35890770418664,1.21541358984607,11.7033291030855,33.4489615249404,42.6357977369349,15.4108693850306,4.23578407862915,0.967407361634793,22.3325866333926,2.29282668764664e-06,1.26577631471234e-05,18.8407446169995,4.89764303513167
"WBGene00000611",72.7852389785436,112.048115948865,94.8022600079932,188.08921772816,379.606819166765,398.480725002892,207.63539613887,1.78981246372257,0.374244977636817,21.809873631263,3.01046931534547e-06,1.58913861040527e-05,3.45769942883168,4.79883822040827
"WBGene00000615",50.7291059547425,71.9466849776925,85.0789512892247,537.51718666314,1149.71081706656,1370.90488107991,544.31460450521,3.8813282591439,0.40636774980361,75.0070737532912,4.69030577928877e-18,2.31135509799951e-16,14.7365638122129,15.6361333278853
"WBGene00000616",33.0841995357017,80.2028619423457,54.693611543073,605.229305045278,1138.8204575003,1887.45396904662,633.247400768885,4.43573672219686,0.475985020234379,67.7608798719904,1.84575505460172e-16,7.39847510522771e-15,21.6416219510531,14.1308577831918
"WBGene00000618",5.51403325595028,23.5890770418664,6.07706794923034,71.8918787760965,127.57278349047,180.382221194725,69.1711769513897,3.43591983678837,0.603881073398212,29.3257418135461,6.11775772796818e-08,5.38356253845099e-07,10.8221844980513,6.26893023757599
"WBGene00000623",4.41122660476022,1.17945385209332,2.43082717969213,10.0314249455018,24.1143676110035,10.6589494342337,8.8043749378808,2.47166798665531,0.889776937498261,8.03126675182197,0.00459766735164423,0.00807313164913306,5.54684721086187,2.09295796538778
"WBGene00000625",40.803846094032,41.2808848232662,30.3853397461517,229.050869588959,656.533105280225,757.605329017844,292.609895758413,3.86798282810215,0.466973957686783,57.3567940426252,3.63505471314124e-14,1.05190572916548e-12,14.60087402653,11.9780231795147
"WBGene00000626",9.9252598607105,28.3068924502397,51.0473707735348,371.99867506236,675.98017593426,858.45538904944,332.618960521757,4.42210561262834,0.529161265111351,55.6296339211999,8.74946953879722e-14,2.4071816440484e-12,21.4381069600723,11.6184911369658
"WBGene00000631",3.30841995357017,5.89726926046659,0,11.7033291030855,27.2258989156491,27.0573331792087,12.53204173533,2.83354452168501,0.858069953488608,11.1326712296438,0.000848203526497318,0.00178920434174274,7.12823313238379,2.74734005662467
"WBGene00000634",4.41122660476022,7.07672311255991,3.6462407695382,70.2199746185129,72.3431028330106,98.3903024698498,42.6812617347053,3.99284049707128,0.541195708803198,62.9862082230021,2.08159047620626e-15,7.20600174149502e-14,15.9207952645269,13.1423056372562
"WBGene00000636",16.5420997678508,31.8452540065196,43.7548892344584,330.201071122769,515.736313745011,683.812602165456,270.315371673678,4.05865183560897,0.428495162756156,75.7190766155718,3.2703279426048e-18,1.6554182682279e-16,16.6638729002928,15.7810922564908
"WBGene00000637",0,1.17945385209332,3.6462407695382,6.68761663033456,14.7797736970667,29.5170907409549,9.30169594833128,3.43276953014491,1.09508737010516,10.3093243224305,0.00132359734984489,0.00264143240911162,10.7985786753144,2.57816049787707
"WBGene00000638",51.8319126059326,57.7932387525726,74.1402289806101,336.888687753104,387.385647428379,614.119471249313,253.693197794985,2.86618354332472,0.341891314255214,63.7606795431704,1.40489886575524e-15,4.93481771398931e-14,7.2913378085941,13.3067288849945
"WBGene00000639",4.41122660476022,44.8192463795461,32.8161669258438,504.915055590259,707.873371806878,983.08310551125,379.653028803089,4.74690477850625,0.588811575558548,49.9714868394826,1.55996432228956e-12,3.55608193468864e-11,26.8510160944659,10.4490282411289
"WBGene00000641",17.6449064190409,14.1534462251198,30.3853397461517,173.042080309907,454.28357047826,582.96254213386,212.078647552057,4.28576878618413,0.514618314907237,57.6545077996528,3.12446099209533e-14,9.1521580284191e-13,19.504955289066,12.0384764896133
"WBGene00000646",0,2.35890770418664,3.6462407695382,15.8830894970446,46.6729695696842,47.5553128604274,19.3527534001468,4.22796894506661,0.902682958517807,24.2116150869907,8.63101863939142e-07,5.4819074034497e-06,18.7389595270717,5.26106830453356
"WBGene00000647",38.5982327916519,109.689208244679,117.895118215069,648.698813142452,1582.99155123846,2028.4800692534,754.392165480952,4.00198774357045,0.511248305309944,48.9157001079957,2.67203312252207e-12,5.70317388125571e-11,16.0220599752391,10.2438833872228
"WBGene00000649",22.0561330238011,127.381016026078,113.033463855684,1078.37818164145,2299.42163413311,2904.97368042232,1090.87401818374,4.58269199953032,0.57905426116445,47.2089178541862,6.38094655178651e-12,1.28655546901544e-10,23.9622587102771,9.89057148472141
"WBGene00000652",329.739188705826,286.607286058676,228.497754891061,452.250074626375,662.756167889516,700.210985910431,443.343576346981,1.10292949089112,0.284586637308519,14.7203553892668,0.000124692794554715,0.000351366931174614,2.14790396575631,3.45423911445196
"WBGene00000653",16.5420997678508,58.9726926046659,87.5097784689168,742.325445967136,1530.09551905948,2003.88249363594,739.888004917332,4.71611642660571,0.553096246945893,54.8034704208179,1.3320534876302e-13,3.57096898963905e-12,26.284063482733,11.4472139212122
"WBGene00000655",0,4.71781540837328,0,32.602131072881,52.1181493528141,50.0150704221737,23.2421943760403,4.85116301145005,0.895857724976962,38.1839473451585,6.43798819816116e-10,9.01910470402928e-09,28.8632732119875,8.04483657126046
"WBGene00000656",4566.72234257802,6676.88825670028,10312.7843098439,14553.9256917656,22667.5055543433,32464.7002191142,15207.0877290575,1.69278255504125,0.400177476161093,16.9544537437699,3.82873922815395e-05,0.000134178050131185,3.23279618706263,3.87231852356031
"WBGene00000657",77.1964655833038,321.990901621476,385.286107981203,1658.52892432297,3218.10125182973,7007.02937422781,2111.35550426108,3.92158494728836,0.616483425068886,32.1046825024264,1.46084793482465e-08,1.51276311174209e-07,15.1535609348204,6.82022907416975
