"ID","T_NEA","T_NEB","T_NEC","T_SEA","T_SEB","T_SEC","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00000214",7175.12225774289,7568.72213298253,6742.71667462985,11075.5739205078,17202.8038147245,18589.2725312994,11392.3685553145,1.12519335866225,0.29590885357073,14.108388188023,0.000172572492308249,0.000642407103113286,2.18130779772415,3.19218966569661
"WBGene00000215",3479.45250657987,3282.12998805904,2699.03825210219,13186.5081509405,8804.5786489596,10409.4141381992,6976.85361414006,1.7760870773411,0.274546320223867,39.4713236981179,3.32912472096873e-10,1.86508923748987e-08,3.42495985366538,7.72930038400421
"WBGene00000216",7607.55674690918,6842.31638775341,4326.65784881458,15646.473677929,12527.0803707118,14831.5672268568,10296.9420431625,1.19565288368695,0.317596656260352,13.7863599759911,0.000204817870929803,0.00073259907823893,2.29048463288392,3.13513363210336
"WBGene00000218",3203.30548224814,3057.29011453574,1894.98636499727,5433.78268501758,5509.69750858807,6178.48060533743,4212.92379345404,1.0702028560162,0.304025655704555,12.1195716718606,0.000498953631236257,0.00145053319625799,2.0997285873862,2.83847232767711
"WBGene00000220",44.653561381302,30.5995094144135,29.2737337538199,61.6974514113918,87.3470104063453,101.233882480171,59.1341914745739,1.26245520720762,0.404591373523308,9.61778227771659,0.0019270229545483,0.0043293403314966,2.39903666564049,2.36357827274971
"WBGene00000221",498.239737517685,540.147861837038,551.321985696942,1524.8084420244,1459.07484339643,1350.58854324736,987.363568953309,1.44686077400728,0.187670794146245,57.4649653160525,3.4405341090289e-14,5.33633211669843e-12,2.72614211796695,11.2727571491138
"WBGene00000224",472.387675665352,419.080237632184,439.106006307299,808.236613489233,885.622731598249,1072.59708818277,682.838392145847,1.0559222375141,0.23206882886681,20.3187056315797,6.55565388937518e-06,5.73739594048713e-05,2.07904680494486,4.24128517820972
"WBGene00000228",1484.14336906801,2244.40749487459,2079.41088764634,4349.67032450312,5852.24969722513,6594.66434442258,3767.42435295663,1.53212352147188,0.311275077121338,23.1825865505476,1.47325360752517e-06,1.83266860851629e-05,2.89211219697301,4.73691605904445
"WBGene00000237",250.294962479403,230.161527334501,191.255060524957,525.30972915985,525.601140879921,603.38607732229,387.668082950154,1.30203399782718,0.238898929059599,28.9645865964835,7.37136404418672e-08,1.72965700230178e-06,2.46576275717042,5.76204001061487
"WBGene00000238",135.135777864466,133.041345280058,103.433859263497,253.840942949726,306.094306032671,414.576852061653,224.353847242012,1.39334284106162,0.326792583765022,17.6546923059808,2.64861034905114e-05,0.00016227824417321,2.62686642341949,3.78973969994486
"WBGene00000251",22.326780690651,31.929922867214,110.264397139388,79.3252946717895,391.162698776242,899.05328964533,255.677063965102,3.05364472610389,0.914662890285178,9.60468979743266,0.00194081059492572,0.00435739422002423,8.30306922282106,2.36077314701026
"WBGene00000266",283.197586655099,220.848633164897,308.349995540236,1001.26149719059,752.703367936419,801.836624723896,561.366284201856,1.65153888623646,0.274571267248504,34.617825742538,4.01215363580887e-09,1.56661038586094e-07,3.14168576150435,6.80503899862378
"WBGene00000277",1374.85965305588,1391.61247162941,1415.87292255976,3016.12398185404,3146.7709922912,3669.32651815033,2335.76108992344,1.23318686491198,0.192954623212843,39.7286512392837,2.91813022151053e-10,1.68557239105251e-08,2.35085713162464,7.77325259089767
"WBGene00000281",682.729451645696,627.955149721876,560.104105823087,1740.74952196427,1389.95677429228,1327.28868140669,1054.79728080898,1.25301455385507,0.239595610585254,26.5951028713814,2.50878859027624e-07,4.64470452651572e-06,2.38338919257026,5.33304190849172
"WBGene00000285",83.431654159801,85.1464609792374,89.7727835117144,264.417648905965,253.686099788864,200.0574344251,162.752013628447,1.47373778475537,0.2705030673881,29.0762064704343,6.95863851731155e-08,1.65339225253171e-06,2.77740542178088,5.78162410172132
"WBGene00000295",23.5018744112116,22.6170286976099,21.4674047528013,37.899863009855,56.2059023484309,64.2754809397912,37.6612590266166,1.23211842582206,0.424024672605059,8.42551936881576,0.003699909464899,0.00749421807092179,2.34911676534442,2.12527367371619
"WBGene00000302",32.9026241756962,15.964961433607,30.2495248789472,61.6974514113918,96.4614810574422,73.1133595690125,51.7315670876828,1.53877567696098,0.445804141130132,11.7332149869245,0.000613944414792412,0.00170550296719531,2.90547829444658,2.76814752068026
"WBGene00000367",169.213495760723,196.901191014487,256.633065908488,313.775610035078,530.917915426394,572.855223875889,340.04941700351,1.18573992427943,0.370592562549168,9.99621142185946,0.00156862604591676,0.00365148066914281,2.27480033881134,2.43753099416174
"WBGene00000370",1411.28755839325,1432.85528866623,1153.3851099005,2431.76097777186,2599.14321400447,3011.30628202922,2006.62307179425,1.00888543774926,0.226791332798376,19.4146464495646,1.0519719232217e-05,8.2246099699119e-05,2.0123558424896,4.08488468814168
"WBGene00000372",25.8520618523327,19.9562017920088,8.78212012614597,1175.77714546852,458.761689438544,474.835115442708,360.660722353377,5.28286426346486,0.602008650869253,57.8984631946688,2.76002666503567e-14,4.44550064096275e-12,38.9314524228303,11.3520793228008
"WBGene00000389",0,0,12.6852846266553,45.8323924770339,99.4996379411411,94.8063343861921,42.1372749051704,4.19164129733813,1.20910557697002,10.0074253549092,0.0015591033048693,0.00363278551137351,18.2729961013846,2.43976024319889
"WBGene00000438",23.5018744112116,55.8773650176246,49.7653473814938,73.1555495306503,215.709138742627,179.971346631415,99.6634369525037,1.86151965336237,0.572144209063255,10.0466145935821,0.00152628170317223,0.00356878068255695,3.63390235322836,2.44748014055147
"WBGene00000441",178.614245525208,211.535738995293,271.269932785398,364.014963327212,582.566582449277,700.602742243724,384.767367554352,1.31551107877905,0.375135582320581,11.9368748101871,0.000550337186170265,0.00156143262288925,2.48890485199219,2.80647675119602
"WBGene00000451",9.40074976448462,9.3128941696041,11.709493501528,28.2045492166363,24.3052550695917,35.3515145168852,19.7140760397883,1.52050727356015,0.513304566296715,8.92067707337858,0.00281959961021991,0.00594625620934077,2.86891907436862,2.22575638206252
"WBGene00000458",76.3810918364376,73.1727399040322,70.2569610091678,352.556865207953,187.606187568411,192.826442819374,158.800048057563,1.73713625534606,0.38772616973858,19.2326026861825,1.15720116620406e-05,8.80036196876185e-05,3.3337276677086,4.05549946446314
"WBGene00000476",54.0543111457866,50.5557112064222,54.6443030071305,82.850863323869,137.476598987378,150.243936696762,88.3042873945581,1.21859062272037,0.374721486982896,10.4177787487414,0.00124807919250617,0.00302555348099434,2.32719261393636,2.51919516588626
"WBGene00000484",8.22565604392405,3.99124035840176,3.90316450050932,19.3906275864374,21.2670981858928,27.3170793994113,14.0158110124294,2.08208907447863,0.649569722701496,10.5690239302454,0.00114998431167899,0.00282726150317994,4.23419899817496,2.54863402025626
"WBGene00000485",31.7275304551356,42.5732304896187,47.8137651312392,85.4950398129287,128.362128336281,179.167903119668,85.8565995574786,1.68483952049403,0.43445650932989,14.5572486892725,0.000135964563994255,0.000538171647322249,3.21504631445599,3.26907918605172
"WBGene00000488",10.5758434850452,5.32165381120234,9.7579112512733,20.2720197494573,34.1792649416134,47.403167193096,21.2516434052813,1.97703046417426,0.619173119915322,10.1481303750071,0.0014444766579822,0.00340698796083636,3.9368192177482,2.46762940108184
"WBGene00000490",16.4513120878481,14.6345479808064,18.5400313774193,31.7301178687158,45.5723532554845,79.5409076629917,34.4115450388776,1.65626498517288,0.540116385914769,9.24098702175512,0.00236657356312844,0.0051497108022817,3.15199442959229,2.28821715940537
"WBGene00000491",17.6264058084087,26.6082690560117,23.4189870030559,50.2393532921333,82.0302358598721,108.464874085898,51.3980208508966,1.83463529143855,0.475950118820617,14.4569958503277,0.000143396242575303,0.000559654223256693,3.56681228528528,3.25208021462277
"WBGene00000492",7.05056232336347,6.65206726400293,14.63686687691,29.967333542676,41.015117929936,30.5308534464008,21.6421335638815,1.81360472633552,0.560921570529138,10.5438204274644,0.0011657719852686,0.00285829135322516,3.51519500863555,2.54389350449927
"WBGene00000510",77.5561855569981,82.4856340736363,81.9664545106957,169.227295299818,181.529873801013,181.57823365491,129.057279482845,1.13760344970442,0.244553070508237,21.5190973669335,3.50322512416188e-06,3.56732669026357e-05,2.20015238474324,4.44765711682313
"WBGene00000516",64.6301546308318,70.511912998431,73.1843343845498,154.24362852848,180.770334580088,169.526580978699,118.811157683513,1.27564957432689,0.263118177987734,23.3190276508395,1.37235630024965e-06,1.7271480379776e-05,2.4210780249336,4.76267043642131
"WBGene00000518",72.8558106747558,59.8686053760263,67.3295876337858,132.208824452982,129.881206778131,147.83360616152,101.662940179534,1.03291067176266,0.272884426388767,14.2721248854075,0.000158190266923001,0.000603059891039416,2.04614824292564,3.21963955509646
"WBGene00000522",385.43074034387,305.995094144135,241.020407906451,1297.40926396527,549.906395949513,604.992964345785,564.12581110917,1.39524430855585,0.457542700241639,8.97076003260871,0.00274334455498861,0.00581450545958531,2.63033090763318,2.23548721735971
"WBGene00000527",702.706044895226,996.479676147638,819.664545106957,1650.84752133624,1860.11155204469,1949.15395949917,1329.82721650499,1.11664810951867,0.247288188543406,19.9278828104946,8.04188774429748e-06,6.70864848629119e-05,2.16842584831995,4.17336496329829
"WBGene00000528",663.927952116726,803.569725491553,677.199040838367,1077.0612232103,1531.23106938428,1794.08936173192,1091.17972879552,1.03793177189846,0.300147928516554,11.7203515503007,0.000618202750420858,0.00171505701760513,2.05328198509357,2.76572143712578
"WBGene00000544",19.9765932495298,25.2778556032111,37.0800627548385,86.3764319759485,153.426922626798,145.423275626278,77.9268569727672,2.2181263383566,0.44798876263311,23.4294555055973,1.29579169347735e-06,1.65693180591138e-05,4.65288760672385,4.78069536540434
"WBGene00000545",500.589924958806,520.191660045029,393.243823426314,1122.01222352431,1029.93518357395,1282.29584474884,808.044776712874,1.28128911146721,0.245753468503362,26.4134865856572,2.75609385367925e-07,4.9661248585479e-06,2.43056061157379,5.30398236559162
"WBGene00000546",12.9260309261664,18.6257883392082,59.5232586327671,163.057550158678,217.228217184476,246.657158106449,119.669667224624,2.76992661816248,0.620973796571789,17.9145097673461,2.31052849237285e-05,0.00014660478324143,6.8207321927757,3.83385185983493
"WBGene00000583",11.7509372056058,19.9562017920088,18.5400313774193,32.6115100317357,51.6486670228824,57.0444893340647,31.9253061272861,1.49450113418944,0.486253106704476,9.38891886892372,0.00218300903802286,0.00480583314442383,2.8176670279715,2.31823131170814
"WBGene00000594",1113.98884709143,389.811141670571,1151.43352765025,1019.770732614,7650.079033154,9405.9131920267,3455.16607903449,2.76698653456322,0.796969840006396,10.5675572095578,0.0011508971208266,0.0028284444939798,6.8068463038548,2.5484523395309
"WBGene00000603",49.3539362635443,81.1552206208357,386.413285550423,381.642806587609,2584.7119688069,3147.08823551453,1105.06090889064,3.56255764029306,0.940472848800434,11.7558155690706,0.000606534285107437,0.00168827780156774,11.8150812084669,2.77255608984232
"WBGene00000608",4056.42352337511,9029.51610415757,10625.3895615115,16736.7557835846,27090.4853927228,27707.5529461205,15874.3538852453,1.59305512896755,0.462823170513653,11.2914525616622,0.00077864737081437,0.00205500584662226,3.01687543348816,2.68718693819075
"WBGene00000615",75.205998115877,86.476874432038,482.040815812901,358.726610349092,2759.40598961959,3167.97776681996,1154.97234252491,3.28649956293026,0.94473076936983,10.158846228292,0.00143610468429907,0.00339058344844169,9.75741887535009,2.46972556237626
"WBGene00000616",75.205998115877,134.371758732859,519.12087856774,389.575336054788,3654.90273108986,2603.96042157329,1229.5228540224,3.18870057713253,0.921232458521475,10.1429085082251,0.0014485742367116,0.00341424891503531,9.11789361998483,2.46670481992732
"WBGene00000625",42.3033739401808,59.8686053760263,198.085598400848,159.531981506599,1231.97261633993,1616.52834563575,551.381753533222,3.32244584676281,0.885684982946572,11.8078015162119,0.000589830403880892,0.00165193932376004,10.003589426572,2.78200590849272
"WBGene00000626",7.05056232336347,41.2428170368181,278.100470661289,230.924746711209,1687.69614889478,1975.66759538683,703.447056835715,3.57484230291413,1.15374849094403,7.858087592491,0.00505938779786012,0.00978861226633805,11.916117115317,2.00927887385479
"WBGene00000634",8.22565604392405,10.6433076224047,31.2253160040746,41.4254316619345,164.820010940669,179.971346631415,72.7185114840704,2.93283221324234,0.76673870060337,13.085622969175,0.000297570854528665,0.00096807329271891,7.63607997836182,3.01409176106102
"WBGene00000637",9.40074976448462,1.33041345280059,4.87895562563665,9.69531379321871,46.3318924764092,50.6169412400856,20.3757110587726,2.76166353463129,0.921970053057818,8.44730020289624,0.00365585749071742,0.00741754709629451,6.78177788622939,2.12973968753274
"WBGene00000641",54.0543111457866,50.5557112064222,96.6033213876057,123.394902822784,1013.22532071361,1155.35176989275,415.530889528158,3.50786864695455,0.776645780890901,16.9101466283311,3.91915273561176e-05,0.000216808875410279,11.3755835248727,3.66392294324614
"WBGene00000647",42.3033739401808,164.971268147273,670.368502962476,472.426199378657,3553.12447548594,4586.0555650541,1581.54156416144,3.29389420049774,1.02834183208474,8.60031968295469,0.00336103999976806,0.00690552938011955,9.80755962032871,2.16080302265347
"WBGene00000649",145.711621349512,118.406797299252,802.100304854665,684.841710666449,5099.54632928871,7260.71901566117,2351.88762985329,3.61223191472917,0.963394256330682,11.4488743830796,0.00071537320315032,0.00191974226459519,12.2289778290381,2.7167570736806
"WBGene00000653",49.3539362635443,111.754730035249,531.806163194395,401.033434174047,3628.31885835749,3978.65227017308,1450.15323203297,3.52974424254275,1.00435220815617,10.1399254967247,0.00145092027448892,0.003417854804945,11.5493859357232,2.46624639063534
"WBGene00000656",6987.1072624532,12616.3107729079,11836.3463477945,15923.2308171172,29100.2261712896,31063.5364946894,17921.126311042,1.27506805189988,0.412442961793473,9.26208895313177,0.00233946029455693,0.00509733342795567,2.42010233193098,2.29265695731082
"WBGene00000666",17.6264058084087,41.2428170368181,197.109807275721,103.122883073326,1203.11012594479,893.429185063098,409.273537367027,3.10075233293064,1.02530406855668,7.82099052348909,0.00516428846271384,0.00995821296637729,8.57866011185522,2.00181859013794
"WBGene00000668",4797.90766104884,12821.1944446392,15911.2500863262,22347.6982933691,34856.7739266782,42180.784366738,22152.6014631333,1.56755441823981,0.527042537030778,8.44280575907823,0.00366490366592361,0.00743320030365497,2.96401843004145,2.12882416403548
"WBGene00000669",655.702296072802,1217.32830931254,2305.79442867588,5503.41266589615,9953.00195099781,11830.7057104803,5244.32422690592,2.70682859415934,0.557249844420293,20.7914617420058,5.12107654689525e-06,4.72895001306738e-05,6.528848634046,4.32523527663032
"WBGene00000672",32.9026241756962,75.8335668096334,434.227050681662,273.231570536164,2376.59822227352,3241.89456990072,1072.4479340629,3.43856837935148,1.05422004455487,8.80912924083354,0.00299727041899842,0.00626619102817021,10.8420704349773,2.20299636955396
"WBGene00000678",31.7275304551356,74.5031533568328,346.405849420202,261.773472416905,1949.73718011381,2240.00051075172,817.357949419102,3.29637905601758,0.984630451162467,9.40608909949249,0.00216266020376192,0.00476667382542315,9.82446642836863,2.32178456501556
"WBGene00000681",258.520618523327,97.1201820544427,363.970089672494,289.096629470522,2602.94091010909,3319.82859054022,1155.24617006168,3.10902620274852,0.85108578237303,11.3790814655153,0.000742758376557867,0.00197899563634815,8.62800015698837,2.70355516340452
"WBGene00000683",28.2022492934539,47.8948843008211,274.19730616078,179.804001256056,1487.93733379157,2090.56001756671,684.765965394898,3.42151436918915,1.0199213676835,9.34496074223522,0.00223599442975042,0.00490122254550501,10.7146615112453,2.30969557741177
"WBGene00000685",44.653561381302,37.2515766784164,106.361232638879,89.9020006280281,456.48307177577,521.434839124056,209.347713704409,2.50021280628791,0.737305689800259,10.3809604397895,0.00127321445724644,0.00307535910213917,5.65768873142325,2.51210416542618
"WBGene00000687",23.5018744112116,27.9386825088123,105.385441513752,92.5461771170877,593.200131542223,528.665830729783,228.539689637145,2.94832650694815,0.837893572309634,10.7847355614462,0.00102340523502826,0.0025678641539782,7.71853211691131,2.5904279551897
"WBGene00000689",1.17509372056058,7.98248071680351,26.3463603784379,16.7464510973778,179.251256138239,203.27120847209,72.4621417539181,3.47877816442401,1.10552549018568,8.38106872934222,0.00379149410153375,0.00764828006921867,11.1485035313517,2.11643621718996
"WBGene00000691",505.290299841048,121.067624204853,763.068659849572,319.945355176218,4089.35916545881,6474.95126117222,2045.61372761712,2.96933488825055,0.983489154794588,7.8577995993848,0.00506019374569577,0.00978904093245754,7.83175095184958,2.0092598555048
"WBGene00000699",184.489714128011,192.909950656085,795.269766978774,446.865826651081,4494.95310943262,6228.29410306577,2057.13041181872,3.25123667743883,0.934254518271743,10.1889098250276,0.0014128782144256,0.00334706872717341,9.52181551805981,2.47533536994706
"WBGene00000704",28.2022492934539,34.5907497728152,205.891927401867,178.041216930016,1496.29226522174,1496.81526238539,573.305611834214,3.5582923138697,0.968790832152779,11.0809944566989,0.000872170145720172,0.00225647285935791,11.7802015191617,2.64656988576537
"WBGene00000711",28.2022492934539,43.9036439424193,415.687019304243,306.724472730919,2561.92579217915,3302.15283328177,1109.76600178866,3.65970678471817,1.09931645699947,8.99425831620673,0.0027082916968677,0.00575572116394708,12.6380921459179,2.23990025363265
"WBGene00000713",14507.7070740409,24393.1306570987,22852.0523593569,30015.8101116421,46006.8096898534,51675.0763450569,31575.0977061748,1.04815952984896,0.364577569870406,8.09015744897442,0.00445062956043725,0.00876160486154476,2.06789012231517,2.05741633690542
"WBGene00000715",218.567432024267,666.537139853093,1801.31041698505,3176.53735552366,8563.80471592646,9388.23743476826,3969.16574918013,2.97515200667252,0.774843717055002,12.7010692677715,0.000365446550131577,0.00113467936260501,7.86339325539229,2.94512684395477
"WBGene00000717",819.040323230723,444.358093235395,1160.2156477764,807.355221326213,5121.57296669553,6788.2942307537,2523.47274716966,2.39134574743963,0.754080354499614,9.08531659483542,0.00257669873165653,0.00552229790864617,5.24646524187409,2.25788016839736
